paragraph_id,risk_category,y_true,y_pred,y_score,model,contract_title,paragraph,paragraph_length,risk_categories,cuad_categories,text_preview,error_type
9d4760216373,indemnification,1,0,0.07760600665805402,tfidf_logistic_regression,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1,"Execution version CONFIDENTIAL TREATMENT REQUESTED reputation reasonably acceptable to the Repairer, insurances in accordance with industry standards with respect to the undertakings of the Company in Clause 15 (""Liability and Indemnity"") of this Agreement including: (i) Aircraft Hull and Spares All Risks Insurances (including, to the extent usually available war and allied perils); and,",54,['indemnification'],['Insurance'],"Execution version CONFIDENTIAL TREATMENT REQUESTED reputation reasonably acceptable to the Repairer, insurances in accordance with industry standards with respect to the undertakings of the Company in Clause 15 (""Liability and Indemnity"") of this Agreement including: (i) Aircraft Hull and Spares All Risks Insurances (including, to the extent usually available war and allied perils); and,",false_negative
1d61ea65d71f,indemnification,1,0,0.06764354238781585,tfidf_logistic_regression,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1,"iv. Prior to the Delivery Date and upon each renewal of any policy, the Company shall supply the Repairer with certificates of insurancecompliant with the terms and conditions set out in Clause 8 of this Agreement.",36,['indemnification'],['Insurance'],"iv. Prior to the Delivery Date and upon each renewal of any policy, the Company shall supply the Repairer with certificates of insurancecompliant with the terms and conditions set out in Clause 8 of this Agreement.",false_negative
3ce40be0ac1d,ip_risk,1,0,0.27868645276508996,tfidf_logistic_regression,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,"2.5 Field and Territory Restrictions. (a) Nothing in this Agreement is intended to, nor shall it, prevent CytoDyn from (i) Developing, Manufacturing and or Commercializing leronlimab inside or outside of the Territory for use outside of the Field or (ii) Developing or Manufacturing leronlimab inside or outside of the Territory for Commercialization within the Field outside of the Territory, in each case, to the extent such actions would not result in a breach of CytoDyn's obligations to use Commercially Reasonable Efforts to perform the activities set forth in the Development Plan. (b) Vyera shall not Commercialize nor shall it authorize the Commercialization of any Licensed Product outside of the Field or outside of the Territory. Vyera shall not, itself or through other Persons, directly or indirectly, solicit, advertise, sell, distribute, ship, consign, or otherwise transfer any Licensed Product outside of the Field or outside of the Territory. Vyera shall use Commercially Reasonable Efforts to ensure that Licensed Products sold in its Territory are not exported or used outside such Territory. Without limiting the generality of the foregoing, Vyera will not sell any Licensed Product to a purchaser if Vyera knows, or has reason to believe, that such purchaser intends to remove such Licensed Product from the Territory or otherwise intends to facilitate the use of such Licensed Product outside of the Field or outside of the Territory. Vyera shall use Commercially Reasonable Efforts to ensure that its permitted sublicensees, Affiliates, distributors, and wholesalers comply with all of the foregoing obligations.",250,['ip_risk'],['License Grant'],"2.5 Field and Territory Restrictions. (a) Nothing in this Agreement is intended to, nor shall it, prevent CytoDyn from (i) Developing, Manufacturing and or Commercializing leronlimab inside or outside of the Territory for use outside of the Field or (ii) Developing or Manufacturing leronlimab inside or outside of the Territory for Commercialization within the Field outside of the Territory, in each case, to the extent such actions would not result in a breach of CytoDyn's obligations to use Comm",false_negative
4e843adffaed,ip_risk,1,0,0.2783656447574637,tfidf_logistic_regression,PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement,"12. In the event of termination, neither party, their heirs nor successors shall issue any challenge whatsoever to contest the termination. 13. The Distributor is an independent contractor and nothing contained in this agreement shall be deemed or interpreted to constitute the Distributor as a partner or employee of the Principal, nor shall either party have any authority to bind the other in any respect, it being understood and agreed that all orders submitted by the Distributor are subject to acceptance by Principal in its sole discretion. 14. It is agreed between the parties that there are no other agreements or understandings between them relating to the subject matter of this Agreement. This Agreement supersedes all prior agreements, oral or written, between the parties and is intended as a complete and exclusive statement of the agreement between the parties. No change or modification of this Agreement shall be valid unless the same be in writing and signed by the parties. 15. This Agreement shall not be assigned by the Distributor without the prior written consent of the Principal. 16. Official communication from Distributor or the Principal shall be in written form or by email, acknowledged by the recipient. 17. This Agreement shall be construed in accordance with and governed by the laws of the State of Texas without regard to principles of conflicts of laws. 18. Each of Principal and Distributor represents that it has the right to enter into this Agreement and that this Agreement does not violate any agreement to which it is a party. Principal represents that it owns or has rights to the intellectual property embodied in the Products. Intending to be legally bound, the parties hereto have caused this Agreement to be executed as of the date first above written. BY /s/ Cameron Gundry BY /s/ Justin Anderson Cameron Gundry, Dir. of Commercialization Justin Anderson, CEO Co-Diagnostics, Inc. PreCheck Health Services, Inc. (Principal) (Distributor)",319,['ip_risk' 'change_of_control'],['Anti-Assignment' 'Covenant Not To Sue'],"12. In the event of termination, neither party, their heirs nor successors shall issue any challenge whatsoever to contest the termination. 13. The Distributor is an independent contractor and nothing contained in this agreement shall be deemed or interpreted to constitute the Distributor as a partner or employee of the Principal, nor shall either party have any authority to bind the other in any respect, it being understood and agreed that all orders submitted by the Distributor are subject to ",false_negative
89bd5b213f50,ip_risk,1,0,0.27094893125612857,tfidf_logistic_regression,FulucaiProductionsLtd_20131223_10-Q_EX-10.9_8368347_EX-10.9_Content License Agreement,"(d) Producer further grants to ConvergTV the right and license to create (re-edit), at its sole cost and expense, new and different versions of the Program, create foreign language, subtitled or translated versions of the Program as well as to create closed captioned versions of the Program, including NTCS, PAL, SEACAM standards, or other standards, including those yet to be developed.",61,['ip_risk'],['License Grant'],"(d) Producer further grants to ConvergTV the right and license to create (re-edit), at its sole cost and expense, new and different versions of the Program, create foreign language, subtitled or translated versions of the Program as well as to create closed captioned versions of the Program, including NTCS, PAL, SEACAM standards, or other standards, including those yet to be developed.",false_negative
a279c682cd43,ip_risk,1,0,0.26997283819885143,tfidf_logistic_regression,"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT","Except as set forth in Sections 10.3 and 10.4, nothing in this Agreement is intended to confer benefits, rights or remedies unto any person or entity other than the Parties and their permitted successors and assigns. Without limiting the generality of the foregoing, the clients, customers, shareholders or End Users shall not be deemed to be third party beneficiaries of this Agreement or have any other contractual relationship with ISA by reason of this Agreement. 11.12 Captions and Construction. The headings appearing at the beginning of the Sections contained in this Agreement have been inserted for identification and reference purposes only and shall not be used to determine the construction or interpretation of this Agreement. The nomenclature of the defined terms in this Agreement shall only be used for the construction of this Agreement, and are not to be used for any other purpose, including, but not limited to, interpretation for accounting purposes. The parties acknowledge that both ISA and Rubicon participated in the drafting of this Agreement and agree that any rule of law or legal decision that may or would require interpretation of any alleged ambiguities in this Agreement against the party that drafted it has no application and is expressly waived. 11.13 Further Assurances. Each Party shall perform such acts, execute and deliver such instruments and documents, and do all such other things as may be reasonably necessary to accomplish the transactions contemplated in this Agreement.",239,['ip_risk'],['Third Party Beneficiary'],"Except as set forth in Sections 10.3 and 10.4, nothing in this Agreement is intended to confer benefits, rights or remedies unto any person or entity other than the Parties and their permitted successors and assigns. Without limiting the generality of the foregoing, the clients, customers, shareholders or End Users shall not be deemed to be third party beneficiaries of this Agreement or have any other contractual relationship with ISA by reason of this Agreement. 11.12 Captions and Construction.",false_negative
8adef3a20e63,ip_risk,1,0,0.23414470994478537,tfidf_logistic_regression,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,"11.3 Unilateral Termination by CytoDyn. CytoDyn shall have the right to terminate this Agreement in its entirety upon written notice to Vyera on the occurrence of any of the following: (a) Vyera or any of its Affiliates directly or indirectly, challenges, disputes, or assists any Third Party to dispute or challenge, in a legal or administrative proceeding the patentability, enforceability or validity of any CytoDyn Patents; (b) Vyera fails to make a First Commercial Sale within sixty (60) days following the later of (i) the date Regulatory Approval is obtained and (ii) the date CytoDyn supplies (or is ready to supply) Vyera with the Licensed Product for sale pursuant to the Supply Agreement (the ""Supply Date""); (c) Vyera breaches its obligations or covenants under Section 2.6 (Competitive Products); (d) Upon [***] written notice, in the event Vyera fails to meet any of the Minimum Requirements and has not cured such failure, to the extent curable, within such notice period; or (e) Vyera fails to make the Equity Investment within seven (7) days of the Effective Date, as required by Section 8.13.",181,['ip_risk' 'exclusivity' 'revenue_risk'],['Minimum Commitment' 'Covenant Not To Sue' 'Non-Compete'],"11.3 Unilateral Termination by CytoDyn. CytoDyn shall have the right to terminate this Agreement in its entirety upon written notice to Vyera on the occurrence of any of the following: (a) Vyera or any of its Affiliates directly or indirectly, challenges, disputes, or assists any Third Party to dispute or challenge, in a legal or administrative proceeding the patentability, enforceability or validity of any CytoDyn Patents; (b) Vyera fails to make a First Commercial Sale within sixty (60) days f",false_negative
9698f82aaa9d,ip_risk,1,0,0.18844429103218013,tfidf_logistic_regression,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT,"(e) Web Site Development. Subject to compliance and conformity with Accepted Note Practices by the Contractor, the Contractor (or a third party service provider working at the Contractor's direction) shall assist the Company in developing a dedicated Internet web site separate from the Company's corporate site to allow Investors to view online and download copies of the Offering documents (including the Prospectus and Subscription Agreement) and marketing materials that are included in the investment kit or comparable information. (f) Ownership of Web Pages. Any and all web pages used by Contractor in connection with the Offering (the ""Web Pages""), and all associated Proprietary Rights, shall be owned exclusively by the Company. (g) Daily Payment Reports to Company. On each Business Day during the term of the Notes, the Contractor shall furnish daily reports to the Company that detail and summarize the amount of cash that is required to pay interest and principal on the Notes. Section 3.02 Maintenance of Files and Records. The Contractor shall establish and maintain at all times during the term of this Agreement files and records (including, without limitation, computerized records) regarding the Notes and the Note Portfolio, with full and correct entries of all transactions or modifications in a reasonably secure, up-to-date manner and in accordance with the following: (a) Location. All Note and Note Portfolio files and records shall be stored and maintained at the Contractor's principal place of business, or other location as designated by the Company. The Contractor shall keep in such files all correspondence received or sent regarding each Note, each Investor, and each Holder, whether upon any purchase or transfer of a Note. (b) Original Documents. The Contractor will store all original Subscription Agreements, Note Confirmations, correspondence from Investors and Holders and other materials relating to the Renewable Note Program in a reasonably secure manner at the Contractor's principal offices or such other location as may be designated by the Company. The Contractor shall exercise due care in handling and delivering the original documents and the other documents in the Note files and records. The Contractor shall not grant or allow any person an interest in original documents or rights thereunder, and all original documents in the possession of the Contractor shall be deemed to be in the possession of the Company. (c) Examination. At any time the Company and its agents and representatives may physically inspect any documents, files or other records relating to the Renewable Note Program and discuss the same with the Contractor's officers and employees. The Contractor shall supply copies of any such documents, files, or other records upon the request of the Company, as soon as is reasonably and commercially practicable at the Company's cost and expense. (d) Retention.",454,['ip_risk' 'revenue_risk'],['Audit Rights' 'Ip Ownership Assignment'],"(e) Web Site Development. Subject to compliance and conformity with Accepted Note Practices by the Contractor, the Contractor (or a third party service provider working at the Contractor's direction) shall assist the Company in developing a dedicated Internet web site separate from the Company's corporate site to allow Investors to view online and download copies of the Offering documents (including the Prospectus and Subscription Agreement) and marketing materials that are included in the inves",false_negative
36d78e4c5081,ip_risk,1,0,0.16087289239659996,tfidf_logistic_regression,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT,"restriction of the third party's right to disseminate the information and without notice of any restriction against its further disclosure; or (c) produced under order of a court of competent jurisdiction or other similar requirement of a governmental agency or authority, so long as the party required to disclose the information provides the other party with prior notice of such order or requirement and its cooperation to the extent reasonable in preserving its confidentiality. Because damages may be difficult to ascertain, and without limiting any other rights and remedies specified herein, an injunction may be sought against the party who has breached or threatened to breach this Section. ARTICLE VIII TERM AND TERMINATION Section 8.01 Effective Date of this Agreement. This Agreement shall become effective as of the date first set forth above, and shall continue in full force and effect until terminated as provided below. Section 8.02 Termination. The Company or the Contractor may terminate this Agreement at any time in whole or in part as more specifically provided below, and in such case, the Contractor will be paid fees incurred up to the date of such termination plus its expenses accrued as of such date within 30 days of such termination. The Company will have the ability to terminate this Agreement by giving 60 days' prior written notice to the Contractor. The Contractor will have the ability to terminate this Agreement by giving 90 days' prior written notice to the Company. Section 8.03 Termination Without Termination of Offering. Anything to the contrary notwithstanding, the termination of this Agreement shall not prevent the Company from commencing or cause the Company to terminate the Offering. In the event this Agreement is terminated without a termination of the Offering, then the Company, or its agents, shall be entitled to use all materials developed by the Contractor related to the Notes as provided elsewhere herein. ARTICLE IX MISCELLANEOUS Section 9.01 Survival. The respective indemnity and contribution agreements of the Company and the Contractor set forth herein and the respective representations, warranties, covenants and agreements of the Company and the Contractor set forth herein, shall remain operative and in full force and effect, regardless of any investigation made by, or on behalf of, the Contractor, the Company, any of its officers and directors, or any controlling person referred to in Article VII and shall survive the sale of the Notes and any termination or cancellation of this Agreement. Any successor of any party or of any such controlling person, or any legal representative of such controlling person, as the case may be, shall be entitled to the benefit of the respective indemnity and contribution agreements. Section 9.02 Notices.",445,['ip_risk' 'renewal_expiration' 'termination_risk'],['Termination For Convenience' 'Third Party Beneficiary' 'Expiration Date'],"restriction of the third party's right to disseminate the information and without notice of any restriction against its further disclosure; or (c) produced under order of a court of competent jurisdiction or other similar requirement of a governmental agency or authority, so long as the party required to disclose the information provides the other party with prior notice of such order or requirement and its cooperation to the extent reasonable in preserving its confidentiality. Because damages m",false_negative
6056bb8f3371,ip_risk,1,0,0.12054885523894858,tfidf_logistic_regression,"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT","Unless terminated sooner, the term of this Agreement shall begin on the Effective Date and continue for three (3) years thereafter (the ""Initial Term"") and shall automatically renew for additional one (1) year terms on the terms and conditions set forth herein (each a ""Renewal Term"" and collectively, the ""Term"") unless either party gives the other Party Notice of its intention to terminate this Agreement ninety (90) days before the end of the Initial Term or Renewal Term, if any. 6.2 Termination. 6.2.1 For Cause. Either Party may serve Notice to the other Party to terminate this Agreement immediately in the event any material breach of a material provision of this Agreement by such other Party remains uncured 30 days in the case of a breach of a payment obligation, or 45 days for all other material breaches, after notice of such breach was received by such other Party. 6.2.2 For Bankruptcy. Either Party may terminate this Agreement immediately upon Notice to the other Party in the event the other Party (a) permanently ceases operations, (b) becomes or is declared insolvent or bankrupt, (c) is the subject of any proceeding related to its liquidation or insolvency (whether voluntary or involuntary) that is not dismissed within 90 calendar days or (d) makes an assignment for the benefit of creditors. 6.2.3 For Contesting Intellectual Property Rights. Either Party may terminate this Agreement upon ten Business Day's Notice to the other Party in the event the other Party contests or challenges to a material degree any of the other Party's Intellectual Property rights referred to in Sections 5.1, and 5.3, respectively. 7. NON-COMPETITION. 7.1 During the period beginning on the Effective Date and ending on the later of (i) the end of the Initial Term and (ii) the date falling two years after completion of the most recent services provided by Rubicon under clause 7 (the ""Non-Competition Period"") and in the ISA Geographic Area, as defined below, Rubicon agrees not to in any capacity, engage or have a financial interest in any ISA Competing Business, as defined below, or provide managerial, supervisory, administrative, or financial services relating to any ISA Competing Business, including making available any information or funding to any such ISA Competing Business. Further, during the Non-Competition Period, Rubicon shall not solicit any",382,['ip_risk' 'exclusivity' 'renewal_expiration'],"['Covenant Not To Sue' 'Renewal Term' 'Notice Period To Terminate Renewal'
 'Expiration Date' 'Non-Compete']","Unless terminated sooner, the term of this Agreement shall begin on the Effective Date and continue for three (3) years thereafter (the ""Initial Term"") and shall automatically renew for additional one (1) year terms on the terms and conditions set forth herein (each a ""Renewal Term"" and collectively, the ""Term"") unless either party gives the other Party Notice of its intention to terminate this Agreement ninety (90) days before the end of the Initial Term or Renewal Term, if any. 6.2 Termination",false_negative
ebe0d1c0a279,ip_risk,1,0,0.07322583734369957,tfidf_logistic_regression,WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,"2.4 CHANGES IN TOUCHSTAR SOFTWARE AND SUPPORT SERVICES. TouchStar shall have the right at any time and from time to time, in its sole discretion, (a) to change the TouchStar Software or Support Services included within the scope of this Agreement by providing written notice to Reseller at least thirty (30) days prior to the date the change becomes effective and (b) to change the design, capabilities or other characteristics of the TouchStar Software or Support Services, or discontinue the production or marketing of all or any portion of the TouchStar Software or Support Services, without prior notice of any kind. Upgrades and enhancements to the TouchStar Software or Support Services shall automatically be deemed included as TouchStar Software or Support Services, as applicable, unless TouchStar notifies Reseller otherwise.",129,['ip_risk'],['License Grant'],"2.4 CHANGES IN TOUCHSTAR SOFTWARE AND SUPPORT SERVICES. TouchStar shall have the right at any time and from time to time, in its sole discretion, (a) to change the TouchStar Software or Support Services included within the scope of this Agreement by providing written notice to Reseller at least thirty (30) days prior to the date the change becomes effective and (b) to change the design, capabilities or other characteristics of the TouchStar Software or Support Services, or discontinue the produc",false_negative
