paragraph_id,risk_category,y_true,y_pred,y_score,model,contract_title,paragraph,paragraph_length,risk_categories,cuad_categories,text_preview,error_type
768095b11642,change_of_control,0,1,0.7942355275305962,tfidf_logistic_regression,"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT","18.11 Performance. Unless expressly otherwise provided hereunder, each Party or its Affiliates may perform its obligations hereunder through its Affiliates or Subcontractors, provided that such Party shall have entered into a written agreement (a ""Subcontract"") with its Subcontractors which shall be consistent with the terms and conditions of this Agreement, shall contain confidentiality provisions no less restrictive than those set forth in Article 10. Additionally, to the extent that such Subcontractor shall be responsible for performance of any Development activities undertaken in accordance with this Agreement, then the applicable Subcontract shall contain a certification that such Subcontractor has not been debarred, and is not subject to debarment, pursuant to Section 306 of the United States Federal Food, Drug and Cosmetics Act (or similar Laws of any other country), and is not the subject of a conviction described in such section. Notwithstanding the foregoing, the subcontracting Party (or Party whose Affiliate enters into a Subcontract) shall remain liable under this Agreement for the performance of all its obligations under this Agreement and shall be responsible for and liable for compliance by its Subcontractors with the applicable provisions of this Agreement.",189,[],[],"18.11 Performance. Unless expressly otherwise provided hereunder, each Party or its Affiliates may perform its obligations hereunder through its Affiliates or Subcontractors, provided that such Party shall have entered into a written agreement (a ""Subcontract"") with its Subcontractors which shall be consistent with the terms and conditions of this Agreement, shall contain confidentiality provisions no less restrictive than those set forth in Article 10. Additionally, to the extent that such Subc",false_positive
551c5ac587d3,change_of_control,0,1,0.7939271577707185,tfidf_logistic_regression,SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,"13 4.3 Transfers. This Warrant and the Shares issuable upon exercise of this Warrant (and the securities issuable, directly or indirectly, upon conversion of the Shares, if any) may not be transferred or assigned in whole or in part without compliance with applicable federal and state securities laws by the transferor and the transferee (including, without limitation, the delivery of investment representation letters and legal opinions reasonably satisfactory to the Company, as reasonably requested by the Company). After compliance with all restrictions on transfer set forth in this Section 4.3, and within a reasonable time after the Company's receipt of an executed assignment agreement, the transfer shall be recorded on the books of the Company upon the surrender of this Warrant, properly endorsed, to the Company at its principal offices, and the payment to the Company of all transfer taxes and other governmental charges imposed on such transfer. In the event of a partial transfer, the Company shall issue to the new holders one or more appropriate new warrants. 4.4 Notices. All notices and other communications from the Company to the Holder, or vice versa, shall be deemed delivered and effective when given personally or mailed by first-class registered or certified mail, postage prepaid, at such address as may have been furnished to the Company or the Holder, as the case may (or on the first business day after transmission by facsimile) be, in writing by the Company or such Holder from time to time. Effective upon receipt of the fully executed Warrant, all notices to the Holder shall be addressed as set forth on the signature page hereto until the Company receives notice of a change of address in connection with a transfer or otherwise. Notice to the Company shall be addressed as set forth on the signature page hereto until the Holder receives notice of a change in address. 4.5 Waiver. This Warrant and any term hereof may be changed, waived, discharged or terminated only by an instrument in writing signed by the party against which enforcement of such change, waiver, discharge or termination is sought. 4.6 Counterparts. This Warrant may be executed in counterparts, all of which together shall constitute one and the same agreement. 4.7 Governing Law. This Warrant shall be governed by and construed in accordance with the laws of the State of New York, without giving effect to its principles regarding conflicts of law. Please indicate your acceptance of these terms by countersigning where indicated below. Slinger Bag Inc. Name: Title: Agreed and accepted: Aitan Zacharin",422,[],[],"13 4.3 Transfers. This Warrant and the Shares issuable upon exercise of this Warrant (and the securities issuable, directly or indirectly, upon conversion of the Shares, if any) may not be transferred or assigned in whole or in part without compliance with applicable federal and state securities laws by the transferor and the transferee (including, without limitation, the delivery of investment representation letters and legal opinions reasonably satisfactory to the Company, as reasonably reques",false_positive
1490fa587c25,change_of_control,0,1,0.7926606911613973,tfidf_logistic_regression,ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT,"connection with Multiple LINAC or Multi-Modality Purchases, including any upgrades to or expanded usage of the Products; provided, however, that if Accuray does not have a direct presence in or Accuray does not have a distributor for the sales of Systems specifically for the country in which the Customer requests delivery, as a condition to any sale of Products or Services to such Customer, Accuray may require Distributor (solely with the consent of Distributor) to enter into a distribution agreement with Accuray pursuant to Section 3.2 of the Strategic Alliance Agreement providing, among other things, that Distributor will be responsible for obtaining all such approvals, permits, and licenses for sales to such Customer. Distributor will provide any assistance or documentation reasonably requested by Accuray and at Accuray's expenses to assist Accuray with its obligations under this Section 4.4. Accuray will be registered as the sole owner of any rights, title and interest to any of the Products or Spare Parts, as the case may be; provided, however, that should any applicable law or regulation require that Distributor alone be entitled to such ownership rights, Distributor shall hold this approval as trustee for Accuray and hereby consents to transfer or sublicense such approval to Accuray free of charge or to support Accuray in its efforts to re-obtain the approval for the benefit of Accuray or a third party named by Accuray upon expiration or termination of this Agreement. Lists indicating, as of the Effective Date, (i) the countries in which Accuray has obtained regulatory approvals for the Products and Services and (ii) the countries in which Accuray has a direct presence or has a distributor for the sales of Systems specifically for such country are being delivered to Siemens concurrently with the execution of this Agreement. Accuray shall provide to Siemens updates of such lists on a quarterly basis. 4.5. Import License. Accuray or its distributor will obtain and maintain all required import licenses, and shall serve as importer of record for all Products and Services delivered in or into any country or region, other than the United States, pursuant to this Agreement; provided, however, that if Accuray does not have a direct presence in or Accuray does not have a distributor specifically for the sales of Systems in the country in which the Customer requests delivery, as a condition to any sale of Products or Services to such Customer, Accuray may require Distributor (solely with the consent of Distributor) to enter into a distribution agreement with Accuray pursuant to Section 3.2 of the Strategic Alliance Agreement providing, among other things, that Distributor will obtain and maintain all required import licenses and will act as the importer of record for the Products and Services ordered by such Customer. 4.6. Warranty. 4.6.1. Scope of Warranty.",463,[],[],"connection with Multiple LINAC or Multi-Modality Purchases, including any upgrades to or expanded usage of the Products; provided, however, that if Accuray does not have a direct presence in or Accuray does not have a distributor for the sales of Systems specifically for the country in which the Customer requests delivery, as a condition to any sale of Products or Services to such Customer, Accuray may require Distributor (solely with the consent of Distributor) to enter into a distribution agre",false_positive
9b7f1dc6bcce,change_of_control,0,1,0.7916582391712494,tfidf_logistic_regression,PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement,"3. The Distributor accepts the appointment and shall use its commercially reasonable efforts to promote, market and sell the Products within the Territory, devote such time and attention as may be reasonably necessary and abide by the Principal's policies. 4. The Principal shall maintain the right to contact and market its products to potential customers in the Territory; but agrees to pass on all sales leads and orders to the Distributor. 5. The parties agree that the list of Products and/or prices may be amended from time to time. The Principal may unilaterally remove Products from the catalog or change prices. Additions to the Products shall be by mutual agreement. However, in the event the Distributor rejects a new product addition to the product list, the Principal shall then retain the right to market and distribute the new product that is rejected by the Distributor. 6. Unless accepted by the Principal, the Distributor agrees that during the term of this Agreement, the Distributor, either directly or indirectly, shall handle no products that are competitive with the Products within the Territory. 7. The Distributor shall obtain at its own expense, all necessary licenses and permits to allow the Distributor to conduct business as contemplated herein. The Distributor represents and warrants that the Distributor shall conduct business in strict conformity with all local, state and federal laws, rules and regulations. 8. The Principal agrees that the Distributor may employ or engage representatives or sub-distributors in furtherance of this Agreement and the Distributor agrees that the Distributor shall be solely responsible for the payment of wages or commissions to those representatives and sub-distributors, and that under no circumstances shall Distributor's representatives be deemed employees of Principal for any purpose whatsoever. 9. Principal will grant Distributor a discount based on the Products and Prices. The proposed discount is expected to be ¨%. Discount may vary depending on product volume ordered or promotions. 10. This Agreement shall be in effect until March 18. 2021, unless sooner terminated by either party upon (30) days written notice, without cause. 11. In the event of termination, the Distributor shall be entitled to receive all orders accepted by the Principal prior to the date of termination and may sell the ordered Products in the Territory. Payment to be made upon shipment.",382,['exclusivity' 'renewal_expiration' 'termination_risk'],"['Termination For Convenience' 'Post-Termination Services' 'Non-Compete'
 'Expiration Date']","3. The Distributor accepts the appointment and shall use its commercially reasonable efforts to promote, market and sell the Products within the Territory, devote such time and attention as may be reasonably necessary and abide by the Principal's policies. 4. The Principal shall maintain the right to contact and market its products to potential customers in the Territory; but agrees to pass on all sales leads and orders to the Distributor. 5. The parties agree that the list of Products and/or pr",false_positive
f820e1977368,change_of_control,0,1,0.789220421523003,tfidf_logistic_regression,FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement,2.5 The Distributor shall not without the Supplier's prior written consent make any promises or guarantees about the Products beyond those:,21,[],[],2.5 The Distributor shall not without the Supplier's prior written consent make any promises or guarantees about the Products beyond those:,false_positive
693439263b8e,change_of_control,0,1,0.7836590560294361,tfidf_logistic_regression,"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT","4.4 Assignments and Transfers by Seller Trusts. The provisions of this OMA shall be binding upon and inure to the benefit of the Seller Trusts and their respective successors and assigns. A Seller Trust may transfer or assign, in whole or from time to time in part, to one or more liquidating trusts its rights hereunder in connection with the transfer or resale of Stock held by such Seller Trust, provided that such Seller Trust complies with all laws applicable thereto and provides written notice of assignment to GWG promptly after such assignment is effected, and provided further that such liquidating trust and each beneficiary thereof executes a joinder to this OMA effective as of the date of such assignment or transfer. 4.5 Counterparts. This OMA may be executed in two or more counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument. 4.6 Severability. Any provision of this OMA that is prohibited or unenforceable in any jurisdiction shall, as to such jurisdiction, be ineffective to the extent of such prohibition or unenforceability without invalidating the remaining provisions hereof but shall be interpreted as if it were written so as to be enforceable to the maximum extent permitted by applicable law, and any such prohibition or unenforceability in any jurisdiction shall not invalidate or render unenforceable such provision in any other jurisdiction. To the extent permitted by applicable law, the Parties hereby waive any provision of law which renders any provisions hereof prohibited or unenforceable in any respect. 4.7 Further Assurances. The Parties shall execute and deliver all such further instruments and documents and take all such other actions as may reasonably be required to carry out the transactions contemplated hereby and to evidence the fulfillment of the agreements herein contained. 4.8 Entire Agreement. This OMA is intended by the Parties as a final expression of their agreement and intended to be a complete and exclusive statement of the agreement and understanding of the Parties hereto in respect of the subject matter contained herein. This OMA supersedes all prior agreements and understandings between the Parties with respect to such subject matter. 4.9 Governing Law; Consent to Jurisdiction; Waiver of Jury Trial. This OMA, and all claims or causes of action (whether in contract or tort) that may be based upon, arise out of or relate to this OMA or the negotiation, execution or performance of this OMA (including any claim or cause of action based upon, arising out of or related to any representation or warranty made in or in connection with this OMA), will be construed in accordance with and governed by the law of the State of New York without regard to principles of conflicts of laws that would result in the application of the law of any other jurisdiction.",473,[],[],"4.4 Assignments and Transfers by Seller Trusts. The provisions of this OMA shall be binding upon and inure to the benefit of the Seller Trusts and their respective successors and assigns. A Seller Trust may transfer or assign, in whole or from time to time in part, to one or more liquidating trusts its rights hereunder in connection with the transfer or resale of Stock held by such Seller Trust, provided that such Seller Trust complies with all laws applicable thereto and provides written notice",false_positive
83e9bfe424dd,change_of_control,0,1,0.7700424619607154,tfidf_logistic_regression,AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,"10.3 Assignment. This Agreement shall be binding upon, and shall inure to the benefit of and be enforceable by, the parties hereto and their respective legal representatives, successors and assigns, but no other person shall acquire or have any rights under this Agreement.",43,[],[],"10.3 Assignment. This Agreement shall be binding upon, and shall inure to the benefit of and be enforceable by, the parties hereto and their respective legal representatives, successors and assigns, but no other person shall acquire or have any rights under this Agreement.",false_positive
f142f2709b2a,change_of_control,0,1,0.756835331408932,tfidf_logistic_regression,LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT,"ARTICLE X TERMINATION 10.1 Special Provisions The Parties agree that within three months prior to the 4 anniversary of the date hereof, Party B may conduct comprehensive review of the Cooperation contemplated hereunder and may elect to continue performing or terminate this Agreement. If Party B elects to terminate this Agreement, it will notify Party A in writing and this Agreement will terminate upon receipt of such written notice by Party A. Party B will settle any and all cooperation fee regarding the Cooperation Channel outstanding prior to 4 anniversary of the date hereof, and arrange appropriate transfer of all matters relating to the operation and construction of the Cooperation Channel to Party A. Such termination will not affect performance of any right and obligation occurred prior thereto. 10.2 This Agreement will terminate if: (a) The Parties decide not to extend it upon its expiry; (b) The non-breaching Party terminates this Agreement pursuant to Article IX; (c) Any of the Parties terminates this Agreement pursuant to Article XI; (d) Any of the Parties declares bankruptcy or is in the process of liquidation or dissolution; (e) Any force majeure event continues for more than 30 days and any of the Parties issues a termination notice pursuant to Article XIII of this Agreement and terminates this Agreement on the date of receipt provided under this Agreement; and (f) With agreement of the Parties. If any of the Parties terminates this Agreement unilaterally under any of the above circumstances, this Agreement will terminated immediately upon receipt of the termination notice by the other Party. 10.3 If any of the Parties declares bankruptcy or is in the process of liquidation or dissolution, any Party may terminate this Agreement with immediate effect upon notice to the other Party in writing. Any Party encountering such circumstance will immediately notify the other Party of such circumstance. 10.4 Post-Termination Matters (a) Unless otherwise provided under Section 10.1 of this Agreement, upon early termination of this Agreement, Party A will return to Party B the channel cooperation fee paid by Party B net part of the payment for the obligations which have been performed under this Agreement. If this Agreement is early terminated for any fault of Party B, Party B may not claim for any reason repayment of any channel cooperation fee paid to Party A. Termination of this Agreement will affect any settlement or payment obligation outstanding under this Agreement, or any obligation or right accrued prior to such termination. (b) Upon termination of this Agreement, Party B will arrange appropriate transfer of all matters relating to the operation and construction of the Cooperation Channel to Party A. (c) Upon termination of this Agreement, Articles VIII, IX and XII will 12",454,[],[],"ARTICLE X TERMINATION 10.1 Special Provisions The Parties agree that within three months prior to the 4 anniversary of the date hereof, Party B may conduct comprehensive review of the Cooperation contemplated hereunder and may elect to continue performing or terminate this Agreement. If Party B elects to terminate this Agreement, it will notify Party A in writing and this Agreement will terminate upon receipt of such written notice by Party A. Party B will settle any and all cooperation fee rega",false_positive
9b8a31e69c95,change_of_control,0,1,0.7340027034462273,tfidf_logistic_regression,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"(A) Distributor shall be entirely responsible for learning, understanding and training about the Products, the costs of advertising and promoting the Products in the Market through the Term of this Agreement. Distributor shall not issue, print or disseminate any information about the Products in the first Product Year without the express written consent of the Company.",56,[],[],"(A) Distributor shall be entirely responsible for learning, understanding and training about the Products, the costs of advertising and promoting the Products in the Market through the Term of this Agreement. Distributor shall not issue, print or disseminate any information about the Products in the first Product Year without the express written consent of the Company.",false_positive
e2562215a2d5,change_of_control,0,1,0.7280248444362538,tfidf_logistic_regression,ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT,"1.3 ""Change of Control"" means any transaction or series of transactions that results in (i) the consolidation or merger of the specified party (""Target"") into or with any other corporation or corporations, (ii) the sale, conveyance or disposition of all or substantially all of the assets of the Target, (iii) the transfer of more than fifty percent (50%) of the voting power of the Target to any entity or entities not controlled by the Target, or (iv) any similar form of acquisition or any liquidation, dissolution or winding up of the Target or other transaction that results in the discontinuance of the Target's business; provided, however, that Change of Control will not include any transaction or series of transactions entered into primarily for equity financing purposes (including, without limitation, any private equity investment or any public offering of securities).",139,[],[],"1.3 ""Change of Control"" means any transaction or series of transactions that results in (i) the consolidation or merger of the specified party (""Target"") into or with any other corporation or corporations, (ii) the sale, conveyance or disposition of all or substantially all of the assets of the Target, (iii) the transfer of more than fifty percent (50%) of the voting power of the Target to any entity or entities not controlled by the Target, or (iv) any similar form of acquisition or any liquida",false_positive
fab95c9f2a61,change_of_control,0,1,0.7273915255406896,tfidf_logistic_regression,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,7.2 This Agreement is confidential and each party must not disclose any part of this Agreement to any person without the prior written consent of the other party. 12,29,[],[],7.2 This Agreement is confidential and each party must not disclose any part of this Agreement to any person without the prior written consent of the other party. 12,false_positive
